Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
248,Patty Mills,22,POR,PG,64,0,783,135,328,.412,47,133,.353,88,195,.451,.483,36,47,.766,19,32,51,109,27,1,62,63,353,0,,millspa02
249,Zaza Pachulia,26,ATL,C,79,7,1244,107,232,.461,0,0,,107,232,.461,.461,135,179,.754,119,214,333,58,34,22,69,184,349,0,,pachuza01
250,Eric Maynor,23,OKC,PG,82,0,1200,134,333,.402,37,96,.385,97,237,.409,.458,43,59,.729,25,96,121,238,35,6,77,96,348,0,,maynoer01
251,Trevor Booker,23,WAS,PF,65,14,1063,139,253,.549,0,1,.000,139,252,.552,.549,68,101,.673,98,153,251,35,29,42,38,115,346,0,,booketr01
252,Marreese Speights,23,PHI,C,64,1,734,144,291,.495,1,4,.250,143,287,.498,.497,55,73,.753,64,146,210,30,8,19,40,120,344,0,,speigma01
253,Earl Watson,31,UTA,PG,80,13,1567,126,307,.410,36,107,.336,90,200,.450,.469,55,82,.671,52,130,182,278,61,17,116,146,343,0,,watsoea01
254,Shaquille O'Neal,38,BOS,C,37,36,752,134,201,.667,0,0,,134,201,.667,.667,73,131,.557,48,130,178,26,16,42,56,120,341,0,,onealsh01
255,Jason Smith,24,NOH,C,77,6,1102,136,307,.443,0,2,.000,136,305,.446,.443,59,70,.843,89,152,241,36,26,32,53,150,331,0,,smithja02
256,Alonzo Gee,23,3TM,SG,56,34,1118,121,264,.458,17,51,.333,104,213,.488,.491,72,92,.783,62,120,182,38,40,18,55,94,331,0,,geeal01
256,Alonzo Gee,23,SAS,SG,5,0,18,1,3,.333,0,0,,1,3,.333,.333,0,0,,2,1,3,0,0,2,3,3,2,0,,geeal01
256,Alonzo Gee,23,WAS,SG,11,5,127,12,27,.444,0,2,.000,12,25,.480,.444,8,12,.667,11,11,22,5,7,0,8,10,32,0,,geeal01
256,Alonzo Gee,23,CLE,SG,40,29,973,108,234,.462,17,49,.347,91,185,.492,.498,64,80,.800,49,108,157,33,33,16,44,81,297,0,,geeal01
257,Nick Collison,30,OKC,C,71,2,1524,137,242,.566,0,0,,137,242,.566,.566,55,73,.753,119,197,316,69,42,31,55,210,329,0,,collini01
258,Patrick Patterson,21,HOU,PF,52,6,868,149,267,.558,0,2,.000,149,265,.562,.558,30,42,.714,86,114,200,41,17,37,31,77,328,0,,pattepa01
259,Andrés Nocioni,31,PHI,SF,54,17,931,118,277,.426,42,118,.356,76,159,.478,.502,49,61,.803,19,150,169,45,14,15,47,100,327,0,,nocioan01
260,Gary Forbes,25,DEN,SF,63,11,791,124,273,.454,19,58,.328,105,215,.488,.489,59,87,.678,28,88,116,49,23,6,46,77,326,0,,forbega01
261,Chris Douglas-Roberts,24,MIL,SF,44,12,884,117,273,.429,15,46,.326,102,227,.449,.456,74,89,.831,7,81,88,50,29,13,35,73,323,0,,douglch01
262,A.J. Price,24,IND,PG,50,0,795,114,320,.356,41,149,.275,73,171,.427,.420,54,81,.667,16,56,72,111,29,1,53,61,323,0,,priceaj01
263,Manny Harris,21,CLE,SG,54,15,933,108,289,.374,34,92,.370,74,197,.376,.433,71,93,.763,36,104,140,85,31,7,63,65,321,0,,harrima01
264,Brendan Haywood,31,DAL,C,72,8,1331,128,223,.574,0,1,.000,128,222,.577,.574,64,177,.362,129,247,376,19,16,74,51,146,320,0,,haywobr01
265,Steve Blake,30,LAL,PG,79,0,1581,110,306,.359,73,193,.378,37,113,.327,.479,26,30,.867,19,137,156,170,40,3,73,99,319,0,,blakest01
266,Carlos Arroyo,31,2TM,PG,64,43,1185,120,273,.440,31,69,.449,89,204,.436,.496,39,47,.830,20,83,103,125,21,1,60,71,310,0,,arroyca01
266,Carlos Arroyo,31,MIA,PG,49,42,995,109,238,.458,28,64,.438,81,174,.466,.517,28,35,.800,13,67,80,100,14,1,43,60,274,0,,arroyca01
266,Carlos Arroyo,31,BOS,PG,15,1,190,11,35,.314,3,5,.600,8,30,.267,.357,11,12,.917,7,16,23,25,7,0,17,11,36,0,,arroyca01
267,Anthony Randolph,21,2TM,PF,40,3,590,123,264,.466,1,4,.250,122,260,.469,.468,58,86,.674,43,117,160,33,22,24,53,62,305,0,,randoan01
267,Anthony Randolph,21,NYK,PF,17,0,127,14,45,.311,1,4,.250,13,41,.317,.322,6,12,.500,11,29,40,7,4,8,10,15,35,0,,randoan01
267,Anthony Randolph,21,MIN,C,23,3,463,109,219,.498,0,0,,109,219,.498,.498,52,74,.703,32,88,120,26,18,16,43,47,270,0,,randoan01
268,Christian Eyenga,21,CLE,SF,44,18,947,130,306,.425,25,91,.275,105,215,.488,.466,18,28,.643,27,96,123,35,34,28,47,78,303,0,,eyengch01
269,Henry Walker,23,NYK,SG,61,1,784,104,236,.441,59,153,.386,45,83,.542,.566,31,44,.705,16,106,122,34,21,6,37,81,298,0,,walkebi01
270,Andris Biedriņš,24,GSW,C,59,55,1397,142,266,.534,0,0,,142,266,.534,.534,10,31,.323,145,281,426,60,52,52,57,198,294,0,,biedran01
271,Samardo Samuels,22,CLE,PF,37,10,701,110,241,.456,0,3,.000,110,238,.462,.456,68,110,.618,75,83,158,17,15,18,53,88,288,0,,samuesa01
272,Dahntay Jones,30,IND,SG,45,2,589,100,214,.467,14,39,.359,86,175,.491,.500,69,90,.767,4,61,65,33,20,7,31,70,283,0,,jonesda02
273,Anderson Varejão,28,CLE,C,31,31,994,114,216,.528,0,2,.000,114,214,.533,.528,54,81,.667,98,203,301,45,27,38,40,87,282,0,,varejan01
274,Peja Stojaković,33,3TM,SF,33,13,617,100,227,.441,57,136,.419,43,91,.473,.566,23,25,.920,14,61,75,29,13,2,17,24,280,0,,stojape01
274,Peja Stojaković,33,NOH,SF,6,0,89,14,33,.424,11,25,.440,3,8,.375,.591,6,7,.857,0,6,6,6,2,0,4,2,45,0,,stojape01
274,Peja Stojaković,33,TOR,SF,2,0,22,7,10,.700,4,6,.667,3,4,.750,.900,2,2,1.000,0,3,3,1,0,0,2,0,20,0,,stojape01
274,Peja Stojaković,33,DAL,SF,25,13,506,79,184,.429,42,105,.400,37,79,.468,.543,15,16,.938,14,52,66,22,11,2,11,22,215,0,,stojape01
275,Jonny Flynn,21,MIN,PG,53,8,983,108,296,.365,31,100,.310,77,196,.393,.417,32,42,.762,12,65,77,182,34,3,113,58,279,0,,flynnjo01
276,Tiago Splitter,26,SAS,C,60,6,738,101,191,.529,0,1,.000,101,190,.532,.529,76,140,.543,72,129,201,26,29,17,32,91,278,0,,splitti01
277,Marcus Camby,36,POR,C,59,51,1540,117,294,.398,0,1,.000,117,293,.399,.398,43,70,.614,182,424,606,121,40,92,62,140,277,0,,cambyma01
278,Johan Petro,25,NJN,C,77,1,893,129,290,.445,0,4,.000,129,286,.451,.445,15,28,.536,62,150,212,44,34,34,46,178,273,0,,petrojo01
279,Josh Childress,27,PHO,SG,54,3,894,121,214,.565,1,16,.063,120,198,.606,.568,29,59,.492,69,86,155,42,33,23,44,68,272,0,,childjo01
280,Marquis Daniels,30,BOS,SF,49,0,938,114,232,.491,4,21,.190,110,211,.521,.500,39,57,.684,24,89,113,64,39,22,38,63,271,0,,daniema01
281,James Johnson,23,2TM,SF,38,25,822,108,237,.456,8,34,.235,100,203,.493,.473,47,71,.662,37,105,142,89,33,37,64,95,271,0,,johnsja01
281,James Johnson,23,CHI,SF,13,0,123,17,41,.415,2,9,.222,15,32,.469,.439,6,13,.462,6,18,24,14,8,9,18,25,42,0,,johnsja01
281,James Johnson,23,TOR,SF,25,25,699,91,196,.464,6,25,.240,85,171,.497,.480,41,58,.707,31,87,118,75,25,28,46,70,229,0,,johnsja01
282,D.J. White,24,2TM,C,47,0,685,111,219,.507,0,2,.000,111,217,.512,.507,46,64,.719,43,115,158,19,12,20,14,77,268,0,,whitedj01
282,D.J. White,24,OKC,PF,23,0,219,30,65,.462,0,0,,30,65,.462,.462,5,10,.500,12,40,52,4,6,8,7,31,65,0,,whitedj01
282,D.J. White,24,CHA,C,24,0,466,81,154,.526,0,2,.000,81,152,.533,.526,41,54,.759,31,75,106,15,6,12,7,46,203,0,,whitedj01
283,Ronny Turiaf,28,NYK,C,64,21,1141,103,163,.632,0,0,,103,163,.632,.632,61,98,.622,64,143,207,92,35,73,41,160,267,0,,turiaro01
284,Sebastian Telfair,25,MIN,PG,37,8,711,97,241,.402,28,78,.359,69,163,.423,.461,44,60,.733,17,37,54,111,25,3,64,64,266,0,,telfase01
285,Shelden Williams,27,2TM,PF,59,38,911,103,220,.468,0,0,,103,220,.468,.468,58,75,.773,93,180,273,32,23,26,43,126,264,0,,willish02
285,Shelden Williams,27,DEN,PF,42,32,713,82,181,.453,0,0,,82,181,.453,.453,34,46,.739,74,149,223,19,18,22,37,92,198,0,,willish02
285,Shelden Williams,27,NYK,PF,17,6,198,21,39,.538,0,0,,21,39,.538,.538,24,29,.828,19,31,50,13,5,4,6,34,66,0,,willish02
286,Larry Sanders,22,MIL,C,60,12,872,116,268,.433,0,0,,116,268,.433,.433,28,50,.560,59,119,178,16,22,72,38,117,260,0,,sandela01
287,Craig Smith,27,LAC,PF,48,0,586,104,188,.553,0,5,.000,104,183,.568,.553,50,68,.735,43,74,117,31,16,7,33,84,258,0,,smithcr01
288,Eugene Jeter,27,SAC,PG,62,1,858,106,259,.409,6,30,.200,100,229,.437,.421,37,41,.902,9,61,70,162,29,2,51,54,255,0,,jetereu01
289,Jamario Moon,30,2TM,SF,59,20,1042,101,248,.407,38,123,.309,63,125,.504,.484,15,17,.882,23,142,165,52,28,33,22,65,255,0,,moonja01
289,Jamario Moon,30,CLE,SF,40,13,764,76,189,.402,27,95,.284,49,94,.521,.474,10,11,.909,14,104,118,45,25,27,17,39,189,0,,moonja01
289,Jamario Moon,30,LAC,SF,19,7,278,25,59,.424,11,28,.393,14,31,.452,.517,5,6,.833,9,38,47,7,3,6,5,26,66,0,,moonja01
290,Chris Andersen,32,DEN,C,45,0,732,82,137,.599,0,1,.000,82,136,.603,.599,86,135,.637,75,144,219,20,23,58,25,79,250,0,,anderch01
291,Quentin Richardson,30,ORL,SF,57,19,955,87,255,.341,42,146,.288,45,109,.413,.424,33,44,.750,39,139,178,38,25,5,33,74,249,0,,richaqu01
292,Greivis Vásquez,24,MEM,PG,70,1,860,95,233,.408,25,86,.291,70,147,.476,.461,34,44,.773,12,61,73,151,22,4,70,83,249,0,,vasqugr01
293,James Posey,34,IND,SF,49,0,839,81,241,.336,67,212,.316,14,29,.483,.475,11,15,.733,10,137,147,34,24,6,24,103,240,0,,poseyja01
294,Daequan Cook,23,OKC,SG,43,0,598,79,181,.436,65,154,.422,14,27,.519,.616,16,20,.800,8,64,72,20,14,1,17,51,239,0,,cookda02
295,Jason Maxiell,27,DET,PF,57,14,930,93,189,.492,0,0,,93,189,.492,.492,51,99,.515,66,107,173,17,24,21,44,92,237,0,,maxieja01
296,Rodrigue Beaubois,22,DAL,PG,28,26,496,94,223,.422,25,83,.301,69,140,.493,.478,23,30,.767,7,45,52,64,20,8,47,76,236,0,,beaubro01
297,Ekpe Udoh,23,GSW,C,58,18,1030,97,222,.437,0,0,,97,222,.437,.437,42,64,.656,80,101,181,40,22,86,48,144,236,0,,udohek01
298,Matt Carroll,30,CHA,SG,54,1,582,89,199,.447,17,46,.370,72,153,.471,.490,40,52,.769,12,56,68,23,17,6,23,43,235,0,,carroma01
299,Ömer Aşık,24,CHI,C,82,0,989,78,141,.553,0,0,,78,141,.553,.553,73,145,.503,112,194,306,32,20,56,64,153,229,0,,asikom01
300,Mike Miller,30,MIA,SG,41,2,838,81,202,.401,43,118,.364,38,84,.452,.507,23,34,.676,38,146,184,51,20,2,41,88,228,0,,millemi01
301,Josh Powell,28,ATL,PF,54,0,653,94,208,.452,0,1,.000,94,207,.454,.452,36,45,.800,49,86,135,22,5,5,53,78,224,0,,poweljo01
302,T.J. Ford,27,IND,PG,41,3,773,91,236,.386,6,32,.188,85,204,.417,.398,35,48,.729,17,64,81,141,35,8,63,69,223,0,,fordtj01
303,Jermaine Taylor,24,2TM,SG,34,8,483,94,196,.480,14,45,.311,80,151,.530,.515,21,28,.750,26,36,62,32,14,5,46,39,223,0,,tayloje02
303,Jermaine Taylor,24,HOU,SG,8,0,77,16,32,.500,2,5,.400,14,27,.519,.531,5,6,.833,1,8,9,2,2,2,6,4,39,0,,tayloje02
303,Jermaine Taylor,24,SAC,SG,26,8,406,78,164,.476,12,40,.300,66,124,.532,.512,16,22,.727,25,28,53,30,12,3,40,35,184,0,,tayloje02
304,Rasual Butler,31,2TM,SG,47,2,770,79,237,.333,46,136,.338,33,101,.327,.430,18,27,.667,10,67,77,27,8,15,24,37,222,0,,butlera01
304,Rasual Butler,31,LAC,SG,41,2,744,73,226,.323,42,129,.326,31,97,.320,.416,18,27,.667,10,66,76,27,8,15,22,34,206,0,,butlera01
304,Rasual Butler,31,CHI,SG,6,0,26,6,11,.545,4,7,.571,2,4,.500,.727,0,0,,0,1,1,0,0,0,2,3,16,0,,butlera01
305,Acie Law,26,2TM,PG,51,0,726,81,186,.435,6,36,.167,75,150,.500,.452,47,64,.734,12,51,63,84,32,0,43,61,215,0,,lawac01
305,Acie Law,26,MEM,PG,11,0,94,3,19,.158,0,6,.000,3,13,.231,.158,6,10,.600,3,8,11,14,4,0,10,10,12,0,,lawac01
305,Acie Law,26,GSW,PG,40,0,632,78,167,.467,6,30,.200,72,137,.526,.485,41,54,.759,9,43,52,70,28,0,33,51,203,0,,lawac01
306,Kurt Thomas,38,CHI,PF,52,37,1178,95,186,.511,1,1,1.000,94,185,.508,.513,20,32,.625,75,226,301,60,32,42,42,164,211,0,,thomaku01
307,Cartier Martin,26,WAS,SF,52,1,542,71,182,.390,39,99,.394,32,83,.386,.497,28,40,.700,20,54,74,18,18,6,16,52,209,0,,martica01
308,Ike Diogu,27,LAC,PF,36,0,470,83,148,.561,0,0,,83,148,.561,.561,41,62,.661,41,74,115,2,3,3,22,72,207,0,,dioguik01
309,Joey Graham,28,CLE,SF,39,8,586,82,179,.458,9,30,.300,73,149,.490,.483,29,36,.806,8,76,84,18,6,7,28,73,202,0,,grahajo01
310,Lou Amundson,28,GSW,PF,46,7,691,83,183,.454,0,0,,83,183,.454,.454,34,87,.391,81,104,185,17,14,33,24,87,200,0,,amundlo01
311,Luther Head,28,SAC,PG,36,14,586,68,164,.415,25,64,.391,43,100,.430,.491,39,50,.780,16,44,60,70,10,9,32,43,200,0,,headlu01
312,Stephen Graham,28,NJN,SG,59,28,959,81,200,.405,5,21,.238,76,179,.425,.418,31,38,.816,17,106,123,40,14,1,38,106,198,0,,grahast01
313,Ronnie Price,27,UTA,SG,59,0,717,74,210,.352,20,69,.290,54,141,.383,.400,29,39,.744,22,39,61,56,42,5,55,106,197,0,,pricero01
314,Brian Cook,30,LAC,PF,40,0,447,72,170,.424,34,79,.430,38,91,.418,.524,15,24,.625,19,77,96,15,12,11,25,75,193,0,,cookbr01
315,Luke Harangody,23,2TM,PF,49,0,640,79,206,.383,16,66,.242,63,140,.450,.422,19,26,.731,40,103,143,30,15,17,16,80,193,0,,haranlu01
315,Luke Harangody,23,BOS,PF,28,0,241,28,71,.394,2,10,.200,26,61,.426,.408,5,8,.625,17,38,55,10,4,7,5,36,63,0,,haranlu01
315,Luke Harangody,23,CLE,PF,21,0,399,51,135,.378,14,56,.250,37,79,.468,.430,14,18,.778,23,65,88,20,11,10,11,44,130,0,,haranlu01
316,Quincy Pondexter,22,NOH,SF,66,6,734,73,180,.406,18,50,.360,55,130,.423,.456,24,34,.706,23,65,88,28,17,10,16,63,188,0,,pondequ01
317,Julian Wright,23,TOR,SF,52,6,766,82,160,.513,2,10,.200,80,150,.533,.519,22,43,.512,47,71,118,58,39,20,43,45,188,0,,wrighju01
318,Jeff Foster,34,IND,C,56,3,940,80,167,.479,0,3,.000,80,164,.488,.479,27,48,.563,160,190,350,46,24,31,26,127,187,0,,fosteje01
319,Darnell Jackson,25,SAC,PF,59,2,486,77,158,.487,3,11,.273,74,147,.503,.497,30,49,.612,49,45,94,14,12,3,23,61,187,0,,jacksda01
320,Derrick Brown,23,2TM,SF,49,1,576,74,131,.565,5,10,.500,69,121,.570,.584,32,60,.533,41,58,99,33,20,10,35,59,185,0,,brownde04
320,Derrick Brown,23,CHA,SF,41,1,488,62,113,.549,2,6,.333,60,107,.561,.558,25,47,.532,32,52,84,29,16,8,28,48,151,0,,brownde04
320,Derrick Brown,23,NYK,SF,8,0,88,12,18,.667,3,4,.750,9,14,.643,.750,7,13,.538,9,6,15,4,4,2,7,11,34,0,,brownde04
321,Von Wafer,25,BOS,SG,58,2,553,67,159,.421,18,67,.269,49,92,.533,.478,32,38,.842,7,42,49,35,18,5,20,39,184,0,,wafervo01
322,Damien Wilkins,31,ATL,SF,52,0,676,69,137,.504,2,10,.200,67,127,.528,.511,40,56,.714,23,67,90,41,27,9,21,72,180,0,,wilkida02
323,Jeremy Evans,23,UTA,SF,49,3,463,76,115,.661,0,1,.000,76,114,.667,.661,26,37,.703,36,61,97,24,17,17,19,50,178,0,,evansje01
324,Dominic McGuire,25,CHA,SF,52,8,760,72,182,.396,0,2,.000,72,180,.400,.396,30,39,.769,63,136,199,43,10,33,25,94,174,0,,mcguido01
325,Kendrick Perkins,26,2TM,C,29,24,742,67,130,.515,0,0,,67,130,.515,.515,40,72,.556,62,170,232,26,9,26,56,91,174,0,,perkike01
325,Kendrick Perkins,26,BOS,C,12,7,313,32,59,.542,0,0,,32,59,.542,.542,23,40,.575,23,74,97,10,2,10,25,37,87,0,,perkike01
325,Kendrick Perkins,26,OKC,C,17,17,429,35,71,.493,0,0,,35,71,.493,.493,17,32,.531,39,96,135,16,7,16,31,54,87,0,,perkike01
326,Ian Mahinmi,24,DAL,C,56,0,488,55,98,.561,0,2,.000,55,96,.573,.561,63,82,.768,43,77,120,8,14,15,25,105,173,0,,mahinia01
327,Xavier Henry,19,MEM,SG,38,16,527,65,160,.406,2,17,.118,63,143,.441,.413,33,52,.635,9,28,37,18,11,3,13,48,165,0,,henryxa01
328,Semih Erden,24,2TM,C,41,8,595,62,111,.559,0,0,,62,111,.559,.559,39,60,.650,37,81,118,20,15,24,34,104,163,0,,erdense01
328,Semih Erden,24,BOS,C,37,7,531,58,97,.598,0,0,,58,97,.598,.598,34,54,.630,31,76,107,19,13,21,32,92,150,0,,erdense01
328,Semih Erden,24,CLE,C,4,1,64,4,14,.286,0,0,,4,14,.286,.286,5,6,.833,6,5,11,1,2,3,2,12,13,0,,erdense01
329,Timofey Mozgov,24,2TM,C,45,14,524,63,133,.474,0,0,,63,133,.474,.474,37,52,.712,46,75,121,15,15,25,35,84,163,0,,mozgoti01
329,Timofey Mozgov,24,NYK,C,34,14,458,52,112,.464,0,0,,52,112,.464,.464,31,44,.705,41,63,104,15,14,23,32,76,135,0,,mozgoti01
329,Timofey Mozgov,24,DEN,C,11,0,66,11,21,.524,0,0,,11,21,.524,.524,6,8,.750,5,12,17,0,1,2,3,8,28,0,,mozgoti01
330,Earl Clark,23,2TM,SF,42,0,464,68,158,.430,0,5,.000,68,153,.444,.430,27,47,.574,37,64,101,9,8,18,28,45,163,0,,clarkea01
330,Earl Clark,23,PHO,SF,9,0,72,12,31,.387,0,0,,12,31,.387,.387,5,10,.500,4,13,17,4,1,3,2,6,29,0,,clarkea01
330,Earl Clark,23,ORL,SF,33,0,392,56,127,.441,0,5,.000,56,122,.459,.441,22,37,.595,33,51,84,5,7,15,26,39,134,0,,clarkea01
331,Lazar Hayward,24,MIN,SF,42,0,419,55,154,.357,17,60,.283,38,94,.404,.412,33,42,.786,23,47,70,28,12,7,19,44,160,0,,haywala01
332,Kosta Koufos,21,2TM,C,50,2,434,68,150,.453,0,2,.000,68,148,.459,.453,24,43,.558,57,73,130,7,10,25,31,59,160,0,,koufoko01
332,Kosta Koufos,21,MIN,C,39,1,336,47,108,.435,0,2,.000,47,106,.443,.435,12,24,.500,42,55,97,7,8,20,25,50,106,0,,koufoko01
332,Kosta Koufos,21,DEN,C,11,1,98,21,42,.500,0,0,,21,42,.500,.500,12,19,.632,15,18,33,0,2,5,6,9,54,0,,koufoko01
333,Ben Uzoh,22,NJN,PG,42,0,438,61,144,.424,3,8,.375,58,136,.426,.434,33,56,.589,30,31,61,69,13,8,25,29,158,0,,uzohbe01
334,Leon Powe,27,2TM,PF,30,3,328,59,119,.496,0,2,.000,59,117,.504,.496,40,72,.556,24,39,63,7,10,4,12,44,158,0,,powele01
334,Leon Powe,27,CLE,PF,14,3,187,29,59,.492,0,0,,29,59,.492,.492,12,26,.462,16,22,38,2,7,3,5,20,70,0,,powele01
334,Leon Powe,27,MEM,C,16,0,141,30,60,.500,0,2,.000,30,58,.517,.500,28,46,.609,8,17,25,5,3,1,7,24,88,0,,powele01
335,Kevin Séraphin,21,WAS,PF,58,1,635,66,147,.449,0,0,,66,147,.449,.449,22,31,.710,80,72,152,10,17,28,42,126,154,0,,serapke01
336,Ben Wallace,36,DET,C,54,49,1238,67,149,.450,1,2,.500,66,147,.449,.453,19,57,.333,129,221,350,72,54,54,44,81,154,0,,wallabe01
337,Joel Anthony,28,MIA,C,75,11,1463,53,99,.535,0,0,,53,99,.535,.535,47,73,.644,104,162,266,24,10,93,36,194,153,0,,anthojo01
338,Josh Howard,30,WAS,SF,18,10,409,58,162,.358,7,29,.241,51,133,.383,.380,29,47,.617,18,56,74,24,13,5,20,34,152,0,,howarjo01
339,Brian Cardinal,33,DAL,SF,56,4,618,43,100,.430,42,87,.483,1,13,.077,.640,17,18,.944,10,49,59,40,24,7,17,82,145,0,,cardibr01
340,Alexis Ajinça,22,2TM,C,34,2,340,59,133,.444,12,34,.353,47,99,.475,.489,13,18,.722,17,61,78,10,11,19,18,73,143,0,,ajincal01
340,Alexis Ajinça,22,DAL,C,10,2,75,12,32,.375,3,7,.429,9,25,.360,.422,2,3,.667,5,12,17,2,3,5,1,13,29,0,,ajincal01
340,Alexis Ajinça,22,TOR,C,24,0,265,47,101,.465,9,27,.333,38,74,.514,.510,11,15,.733,12,49,61,8,8,14,17,60,114,0,,ajincal01
341,Brandan Wright,23,2TM,PF,37,2,379,60,117,.513,0,0,,60,117,.513,.513,21,31,.677,31,58,89,12,11,17,14,34,141,0,,wrighbr03
341,Brandan Wright,23,GSW,PF,21,1,195,38,63,.603,0,0,,38,63,.603,.603,7,14,.500,14,27,41,5,3,10,10,19,83,0,,wrighbr03
341,Brandan Wright,23,NJN,PF,16,1,184,22,54,.407,0,0,,22,54,.407,.407,14,17,.824,17,31,48,7,8,7,4,15,58,0,,wrighbr03
342,Juwan Howard,37,MIA,PF,57,0,592,55,125,.440,0,0,,55,125,.440,.440,29,35,.829,36,86,122,23,10,4,25,61,139,0,,howarju01
343,Solomon Jones,26,IND,C,39,0,528,49,121,.405,0,1,.000,49,120,.408,.405,41,62,.661,45,68,113,30,12,22,35,94,139,0,,jonesso01
344,Jon Brockman,23,MIL,C,63,6,677,48,94,.511,0,0,,48,94,.511,.511,40,59,.678,74,110,184,18,14,3,24,119,136,0,,brockjo01
345,Joey Dorsey,27,TOR,C,43,9,522,52,99,.525,0,0,,52,99,.525,.525,31,65,.477,79,111,190,27,24,17,39,78,135,0,,dorsejo01
346,Delonte West,27,BOS,PG,24,2,453,55,120,.458,12,33,.364,43,87,.494,.508,13,15,.867,6,31,37,64,20,10,30,29,135,0,,westde01
347,Francisco Elson,34,UTA,C,62,1,610,54,113,.478,0,0,,54,113,.478,.478,26,31,.839,35,80,115,33,21,14,32,84,134,0,,elsonfr01
348,David Andersen,30,2TM,PF,40,0,373,56,121,.463,8,23,.348,48,98,.490,.496,14,22,.636,20,64,84,13,5,9,22,40,134,0,,anderda03
348,David Andersen,30,TOR,PF,11,0,150,23,47,.489,3,10,.300,20,37,.541,.521,7,7,1.000,8,26,34,7,3,3,8,11,56,0,,anderda03
348,David Andersen,30,NOH,PF,29,0,223,33,74,.446,5,13,.385,28,61,.459,.480,7,15,.467,12,38,50,6,2,6,14,29,78,0,,anderda03
349,Reggie Evans,30,TOR,PF,30,18,798,42,103,.408,0,1,.000,42,102,.412,.408,48,88,.545,119,226,345,38,29,6,39,89,132,0,,evansre01
350,Aaron Gray,26,NOH,C,41,6,531,56,99,.566,0,0,,56,99,.566,.566,17,34,.500,59,112,171,16,11,12,32,96,129,0,,grayaa01
351,Jermaine O'Neal,32,BOS,C,24,10,431,50,109,.459,0,1,.000,50,108,.463,.459,29,43,.674,25,63,88,12,2,30,27,65,129,0,,onealje01
352,Erick Dampier,35,MIA,C,51,22,815,52,89,.584,0,1,.000,52,88,.591,.584,24,44,.545,53,124,177,22,14,47,32,82,128,0,,dampier01
353,Rodney Carney,26,2TM,SF,27,1,336,46,110,.418,17,38,.447,29,72,.403,.495,18,27,.667,13,35,48,11,12,5,16,33,127,0,,carnero01
353,Rodney Carney,26,GSW,SF,25,1,331,45,107,.421,17,37,.459,28,70,.400,.500,18,27,.667,12,35,47,11,11,5,16,33,125,0,,carnero01
353,Rodney Carney,26,MEM,SF,2,0,5,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,1,0,1,0,1,0,0,0,2,0,,carnero01
354,Chris Duhon,28,ORL,PG,51,5,774,49,129,.380,13,52,.250,36,77,.468,.430,14,25,.560,9,43,52,118,16,2,61,30,125,0,,duhonch01
355,Zabian Dowdell,26,PHO,PG,24,0,292,51,125,.408,3,10,.300,48,115,.417,.420,16,17,.941,5,15,20,51,20,2,29,30,121,0,,dowdeza01
356,Dan Gadzuric,32,2TM,C,42,9,463,54,129,.419,0,1,.000,54,128,.422,.419,10,27,.370,71,64,135,14,13,29,29,91,118,0,,gadzuda01
356,Dan Gadzuric,32,GSW,C,28,4,297,37,88,.420,0,1,.000,37,87,.425,.420,5,14,.357,53,33,86,11,10,18,21,63,79,0,,gadzuda01
356,Dan Gadzuric,32,NJN,PF,14,5,166,17,41,.415,0,0,,17,41,.415,.415,5,13,.385,18,31,49,3,3,11,8,28,39,0,,gadzuda01
357,Sundiata Gaines,24,3TM,PG,24,0,301,42,105,.400,9,38,.237,33,67,.493,.443,18,36,.500,13,25,38,42,16,1,27,25,111,0,,gainesu01
357,Sundiata Gaines,24,MIN,PG,8,0,65,7,22,.318,2,6,.333,5,16,.313,.364,5,10,.500,1,5,6,6,3,0,6,4,21,0,,gainesu01
357,Sundiata Gaines,24,TOR,PG,6,0,90,15,35,.429,3,15,.200,12,20,.600,.471,2,6,.333,2,6,8,11,4,1,8,10,35,0,,gainesu01
357,Sundiata Gaines,24,NJN,PG,10,0,146,20,48,.417,4,17,.235,16,31,.516,.458,11,20,.550,10,14,24,25,9,0,13,11,55,0,,gainesu01
358,Damion James,23,NJN,SF,25,9,403,46,103,.447,0,3,.000,46,100,.460,.447,18,28,.643,17,68,85,20,16,12,25,36,110,0,,jamesda01
359,Armon Johnson,21,POR,PG,38,0,277,46,101,.455,5,12,.417,41,89,.461,.480,13,22,.591,11,25,36,45,5,1,38,31,110,0,,johnsar02
360,Anthony Carter,35,2TM,PG,33,0,463,45,106,.425,12,40,.300,33,66,.500,.481,8,8,1.000,7,44,51,69,27,6,39,49,110,0,,cartean01
360,Anthony Carter,35,DEN,PG,14,0,153,10,30,.333,4,12,.333,6,18,.333,.400,2,2,1.000,0,12,12,26,9,1,14,19,26,0,,cartean01
360,Anthony Carter,35,NYK,PG,19,0,310,35,76,.461,8,28,.286,27,48,.563,.513,6,6,1.000,7,32,39,43,18,5,25,30,84,0,,cartean01
